380,439.8800126,436.8498208,742.5830596
381,1983.193836,1666.373536,6569.51484
382,3481.014839,2866.950173,12313.1813
383,4929.704185,4034.891806,17968.11942
384,6325.623034,5166.510511,23528.86619
385,7665.132548,6258.118364,28989.95858
386,8944.593889,7306.027442,34345.93358
387,10160.36822,8306.549819,39591.32817
388,11308.8167,9255.997571,44720.67933
389,12386.30049,10150.68277,49728.52404
390,13389.18076,10986.9175,54609.39929
391,14313.81866,11761.01384,59357.84205
392,15156.57536,12469.28385,63968.38931
393,15913.81202,13108.03961,68435.57805
394,16581.8898,13673.59321,72753.94526
395,17157.16986,14162.25671,76918.0279
396,17636.01337,14570.34219,80922.36297
397,18014.78148,14894.16173,84761.48745
398,18289.83536,15130.02741,88429.93831
399,18457.53617,15274.25129,91922.25255
400,18514.24507,15323.14545,95232.96713
401,18466.52396,15286.51968,98389.51112
402,18329.00148,15181.69419,101427.7237
403,18110.13895,15016.24672,104354.7571
404,17818.39766,14797.75503,107177.7634
405,17462.23892,14533.79686,109903.895
406,17050.12402,14231.94996,112540.3039
407,16590.51428,13899.79207,115094.1424
408,16091.87099,13544.90095,117572.5626
409,15562.65545,13174.85433,119982.7168
410,15011.32897,12797.22996,122331.7572
411,14446.35285,12419.6056,124626.8359
412,13876.18839,12049.55898,126875.1051
413,13309.29689,11694.66785,129083.7171
414,12754.13966,11362.50996,131259.824
415,12219.178,11060.66306,133410.5781
416,11712.8732,10796.70489,135543.1315
417,11243.68658,10578.2132,137664.6363
418,10820.07942,10412.76574,139782.2449
419,10450.51305,10307.94025,141903.1094
420,10143.44875,10271.31447,144034.382
421,9873.348068,10277.13454,146172.7856
422,9609.164254,10294.15801,148307.8973
423,9351.096185,10321.72973,150436.1508
424,9099.342733,10359.19458,152553.9795
425,8854.102774,10405.89741,154657.817
426,8615.575182,10461.1831,156744.0969
427,8383.958832,10524.39651,158809.2528
428,8159.452597,10594.88251,160849.7183
429,7942.255353,10671.98596,162861.9268
430,7732.565973,10755.05174,164842.312
431,7530.583333,10843.4247,166787.3075
432,7336.506306,10936.44971,168693.3467
433,7150.533768,11033.47164,170556.8633
434,6972.864592,11133.83535,172374.2909
435,6803.697653,11236.88572,174142.0629
436,6643.231826,11341.9676,175856.6131
437,6491.665984,11448.42586,177514.3748
438,6349.199003,11555.60537,179111.7818
439,6216.029757,11662.851,180645.2675
440,6092.35712,11769.50761,182111.2656
441,5972.892468,11874.84655,183569.028
442,5852.708118,11979.54439,185071.5673
443,5732.544359,12085.0538,186605.958
444,5613.141481,12192.82746,188159.2745
445,5495.239772,12304.31804,189718.5911
446,5379.57952,12420.97824,191270.9824
447,5266.901016,12544.26072,192803.5227
448,5157.944547,12675.61816,194303.2865
449,5053.450402,12816.50325,195757.3481
450,4954.158871,12968.36866,197152.7821
451,4860.810241,13132.66707,198476.6628
452,4774.144803,13310.85115,199716.0646
453,4694.902844,13504.3736,200858.062
454,4623.824654,13714.68708,201889.7294
455,4561.650521,13943.24427,202798.1413
456,4509.120734,14191.49785,203570.3719
457,4466.975582,14460.90051,204193.4959
458,4435.955354,14752.90491,204654.5875
459,4416.800339,15068.96374,204940.7212
460,4410.250826,15410.52968,205038.9715
461,4427.376732,16482.34934,204983.5809
462,4476.73457,18906.63694,204820.6762
463,4555.294516,22561.04658,204555.1579
464,4660.026745,27323.23233,204191.9263
465,4787.901434,33070.8483,203735.882
466,4935.888759,39681.54856,203191.9253
467,5100.958896,47032.9872,202564.9568
468,5280.082022,55002.81832,201859.8769
469,5470.228312,63468.69601,201081.586
470,5668.367943,72308.27434,200234.9847
471,5871.471092,81399.20741,199324.9733
472,6076.507934,90619.14931,198356.4523
473,6280.448645,99845.75412,197334.3222
474,6480.263402,108956.6759,196263.4834
475,6672.922382,117829.5688,195148.8364
476,6855.395759,126342.0869,193995.2817
477,7024.653712,134371.8843,192807.7196
478,7177.666414,141796.615,191591.0506
479,7311.404044,148493.9332,190350.1753
480,7422.836777,154341.4929,189089.994
481,7517.032549,159782.9859,187650.095
482,7601.881812,165320.7073,185883.7106
483,7678.588518,170920.2161,183816.2075
484,7748.356617,176547.071,181472.9525
485,7812.390063,182166.8311,178879.3124
486,7871.892805,187745.0553,176060.6538
487,7928.068795,193247.3025,173042.3434
488,7982.121985,198639.1316,169849.7481
489,8035.256326,203886.1015,166508.2345
490,8088.675769,208953.7711,163043.1693
491,8143.584265,213807.6995,159479.9194
492,8201.185767,218413.4454,155843.8513
493,8262.684224,222736.5679,152160.332
494,8329.28359,226742.6258,148454.728
495,8402.187814,230397.1781,144752.4061
496,8482.600849,233665.7837,141078.7331
497,8571.726646,236514.0014,137459.0756
498,8670.769155,238907.3903,133918.8005
499,8780.932329,240811.5093,130483.2744
500,8903.420119,242191.9172,127177.864
501,9092.771293,243282.8854,123865.0061
502,9393.959773,244340.0495,120405.7037
503,9793.842238,245361.0153,116823.1734
504,10279.27537,246343.3882,113140.6315
505,10837.11585,247284.774,109381.2947
506,11454.22035,248182.7781,105568.3793
507,12117.44557,249035.0063,101725.1019
508,12813.64817,249839.064,97874.67887
509,13529.68484,250592.5569,94040.32677
510,14252.41226,251293.0907,90245.26205
511,14968.6871,251938.2708,86512.70119
512,15665.36606,252525.7029,82865.86067
513,16329.30581,253052.9926,79327.95698
514,16947.36303,253517.7455,75922.20657
515,17506.3944,253917.5673,72671.82595
516,17993.2566,254250.0634,69600.03158
517,18394.80631,254512.8395,66730.03994
518,18697.90021,254703.5012,64085.06751
519,18889.39499,254819.6542,61688.33077
520,18956.14732,254858.9039,59563.0462
521,18932.1508,254854.1878,57621.29216
522,18862.79858,254840.1619,55757.34018
523,18752.04668,254817.0101,53967.69655
524,18603.85109,254784.916,52248.86755
525,18422.16783,254744.0633,50597.35944
526,18210.9529,254694.636,49009.67851
527,17974.16233,254636.8176,47482.33102
528,17715.7521,254570.7919,46011.82327
529,17439.67824,254496.7427,44594.66151
530,17149.89675,254414.8537,43227.35204
531,16850.36364,254325.3086,41906.40111
532,16545.03492,254228.2913,40628.31502
533,16237.86659,254123.9854,39389.60003
534,15932.81467,254012.5746,38186.76242
535,15633.83517,253894.2428,37016.30847
536,15344.88409,253769.1737,35874.74445
537,15069.91745,253637.551,34758.57664
538,14812.89124,253499.5584,33664.31131
539,14577.76148,253355.3798,32588.45474
540,14368.48419,253205.1988,31527.51321
541,14167.87112,252982.5288,30470.44214
542,13957.53898,252626.1346,29411.23957
543,13739.65118,252144.0773,28353.9757
544,13516.37114,251544.4177,27302.72075
545,13289.86225,250835.2169,26261.54491
546,13062.28794,250024.5358,25234.51839
547,12835.8116,249120.4353,24225.71139
548,12612.59666,248130.9765,23239.19413
549,12394.80652,247064.2204,22279.0368
550,12184.60458,245928.2278,21349.3096
551,11984.15427,244731.0598,20454.08275
552,11795.61899,243480.7773,19597.42645
553,11621.16214,242185.4413,18783.41089
554,11462.94715,240853.1128,18016.10629
555,11323.13741,239491.8527,17299.58286
556,11203.89635,238109.7219,16637.91078
557,11107.38736,236714.7816,16035.16028
558,11035.77386,235315.0925,15495.40155
559,10991.21926,233918.7158,15022.7048
560,10975.88697,232533.7124,14621.14023
561,11546.44022,231114.4124,14265.55888
562,13199.1654,229611.5563,13927.58226
563,15845.66067,228027.82,13606.4363
564,19397.52417,226365.8795,13301.34695
565,23766.35406,224628.4109,13011.54014
566,28863.74848,222818.0902,12736.24179
567,34601.30559,220937.5933,12474.67785
568,40890.62354,218989.5963,12226.07424
569,47643.30047,216976.7752,11989.65691
570,54770.93455,214901.806,11764.65179
571,62185.12392,212767.3647,11550.2848
572,69797.46673,210576.1273,11345.78189
573,77519.56114,208330.7699,11150.36899
