3.800000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.805000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.810000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.815000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.820000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.825000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.830000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.835000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.840000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.845000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.850000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.855000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.860000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.865000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.870000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.875000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.880000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.885000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.890000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.895000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.900000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.905000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.910000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.915000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.920000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.925000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.529999999999999936e-02
3.930000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.059999999999999873e-02
3.935000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.065000000000000016e-02
3.940000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.070000000000000159e-02
3.945000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.074999999999999956e-02
3.950000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.090000000000000038e-02
3.955000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.090000000000000038e-02
3.960000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.099999999999999978e-02
3.965000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.099999999999999978e-02
3.970000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.109999999999999917e-02
3.975000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.109999999999999917e-02
3.980000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.119999999999999857e-02
3.985000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.125000000000000000e-02
3.990000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.130000000000000143e-02
3.995000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.135000000000000286e-02
4.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.139999999999999736e-02
4.005000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.144999999999999879e-02
4.010000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.130000000000000143e-02
4.015000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.094999999999999835e-02
4.020000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-02
4.025000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.964999999999999927e-02
4.030000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.860000000000000042e-02
4.035000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.825000000000000080e-02
4.040000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.719999999999999848e-02
4.045000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.684999999999999887e-02
4.050000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.580000000000000002e-02
4.055000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.550000000000000183e-02
4.060000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.450000000000000094e-02
4.065000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.415000000000000133e-02
4.070000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.309999999999999901e-02
4.075000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.274999999999999939e-02
4.080000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.170000000000000054e-02
4.085000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.135000000000000092e-02
4.090000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.040000000000000147e-02
4.095000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.004999999999999838e-02
4.100000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.105000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.110000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.115000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.120000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.125000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.130000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.135000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.140000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.145000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.150000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.155000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.160000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.165000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.170000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.175000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.180000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.969999999999999876e-02
4.185000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.994999999999999898e-02
4.190000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.079999999999999905e-02
4.195000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.110000000000000070e-02
4.200000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.199999999999999872e-02
4.205000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.224999999999999895e-02
4.210000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.309999999999999901e-02
4.215000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.339999999999999719e-02
4.220000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.419999999999999929e-02
